"","YEAR","SPCD","COMMON_NAME","SCIENTIFIC_NAME","TPA","BAA","TREE_TOTAL","BA_TOTAL","AREA_TOTAL","TPA_SE","BAA_SE","TREE_TOTAL_SE","BA_TOTAL_SE","AREA_TOTAL_SE","nPlots_TREE","nPlots_AREA","N"
"1",2004,303,"sweet acacia","Acacia farnesiana",12.9702320908361,0.444857430825668,14485701.646867,496835.520999301,1116842.13092082,38.2364008141264,46.1721550453372,38.8395229128496,46.6254034771876,3.58620548744992,8,242,506
"2",2004,514,"swampmahogany","Eucalyptus robusta",1.60821334372206,1.33754367076958,1796120.41777785,1493825.12346195,1116842.13092082,57.6246687848708,56.224173544902,57.6077576596961,56.2510764677259,3.58620548744992,4,242,506
"3",2004,684,"black mulberry","Morus nigra",0.0284905509461046,0.0107046424542092,31819.4476297557,11955.3956893045,1116842.13092082,107.859567003485,107.859567003485,107.892492514736,107.892492514736,3.58620548744992,1,242,506
"4",2004,852,"sea torchwood","Amyris elemifera",7.80184024605615,0.120013828970841,8713423.88550917,134036.500487761,1116842.13092082,63.5998593496114,63.6756552220467,63.6314341096659,63.7155696386921,3.58620548744992,6,242,506
"5",2004,854,"gumbo limbo","Bursera simaruba",7.38825558257068,1.32913758472572,8251515.10862589,1484436.85241203,1116842.13092082,32.3888184821956,26.9007292516112,32.3407984596251,26.9531058003144,3.58620548744992,28,242,506
"6",2004,857,"belah","Casuarina lepidophloia",0.639534611554507,0.134527993096783,714259.198366155,150246.530478712,1116842.13092082,107.859567003485,107.859567003485,107.892492514736,107.892492514736,3.58620548744992,1,242,506
"7",2004,858,"camphortree","Cinnamomum camphora",0.0343783944872623,0.0600767992337779,38395.2393567906,67096.3004751548,1116842.13092082,96.428358412321,96.428358412321,96.7809325926252,96.7809325926252,3.58620548744992,1,242,506
"8",2004,859,"Florida fiddlewood","Citharexylum fruticosum",6.50490249256539,0.35338436149095,7264949.16122889,394674.543321647,1116842.13092082,33.722061898183,32.5659209630423,34.0122551722508,32.5840087320412,3.58620548744992,19,242,506
"9",2004,863,"tietongue, pigeon-plum","Coccoloba diversifolia",7.6425678383889,0.365832439794911,8535541.75033319,408577.081620511,1116842.13092082,40.0654355499187,43.0023828091441,40.0566050697203,42.9017113781265,3.58620548744992,16,242,506
"10",2004,873,"red stopper","Eugenia rhombea",5.11203521324621,0.0696331296314628,5709336.30090417,77769.2128802887,1116842.13092082,77.1184853795592,85.6724505193462,77.2307418403903,85.7485145758468,3.58620548744992,4,242,506
"11",2004,877,"wild banyantree, shortleaf fig","Ficus citrifolia",2.03544831252341,0.868232501543897,2273274.43073783,969678.637159001,1116842.13092082,57.3535377628428,91.8087679706692,57.2491513068492,91.8455841316744,3.58620548744992,10,242,506
